sol_id,cargolist,ships,constr,algo,b_var,hc,hc_n,iter_n,packages_n,total_costs,total_costs_pct,mass_pct,volume_pct
0,1,False,False,random,first,False,20,10000,72,1970576390,0.59,83.27,80.71
1,1,False,False,random,first,False,20,10000,70,1970096180,0.59,82.47,78.84
2,1,False,False,random,first,False,20,10000,72,1973163525,0.59,82.78,82.4
3,1,False,False,random,first,False,20,10000,70,1962849135,0.59,78.3,82.21
4,1,False,False,random,first,False,20,10000,74,1972851665,0.59,83.94,84.52
5,1,False,False,random,first,False,20,10000,75,1973388080,0.59,84.29,84.22
6,1,False,False,random,first,False,20,10000,72,1967261210,0.59,81.25,82.68
7,1,False,False,random,first,False,20,10000,71,1964251710,0.59,80.83,82.27
8,1,False,False,random,first,False,20,10000,75,1973804920,0.59,83.49,84.07
9,1,False,False,random,first,False,20,10000,71,1970539930,0.59,82.83,82.79
10,1,False,False,random,first,False,20,10000,71,1966870640,0.59,81.9,82.08
11,1,False,False,random,first,False,20,10000,71,1968066975,0.59,81.85,81.08
12,1,False,False,random,first,False,20,10000,71,1968878630,0.59,82.34,81.4
13,1,False,False,random,first,False,20,10000,70,1969191535,0.59,82.62,82.0
14,1,False,False,random,first,False,20,10000,72,1968847860,0.59,81.85,81.83
15,1,False,False,random,first,False,20,10000,74,1975355815,0.59,83.56,83.25
16,1,False,False,random,first,False,20,10000,73,1969264930,0.59,82.37,83.31
17,1,False,False,random,first,False,20,10000,71,1967440975,0.59,82.12,82.71
18,1,False,False,random,first,False,20,10000,75,1975419900,0.59,84.89,83.16
19,1,False,False,random,first,False,20,10000,75,1972292240,0.59,82.63,83.89
20,1,False,False,random,first,False,20,10000,74,1966712650,0.59,81.28,83.59
21,1,False,False,random,first,False,20,10000,73,1967921240,0.59,81.69,84.3
22,1,False,False,random,first,False,20,10000,70,1966826065,0.59,82.06,80.63
23,1,False,False,random,first,False,20,10000,73,1975031730,0.59,84.34,83.05
24,1,False,False,random,first,False,20,10000,72,1969809335,0.59,82.56,82.9
25,1,False,False,random,first,False,20,10000,72,1970217650,0.59,82.68,81.23
26,1,False,False,random,first,False,20,10000,72,1967428120,0.59,82.0,82.13
27,1,False,False,random,first,False,20,10000,71,1970583110,0.59,82.38,81.46
28,1,False,False,random,first,False,20,10000,71,1962003685,0.59,79.33,82.92
29,1,False,False,random,first,False,20,10000,71,1965195225,0.59,79.02,81.65
30,1,False,False,random,first,False,20,10000,70,1969236485,0.59,82.69,80.03
31,1,False,False,random,first,False,20,10000,74,1973674630,0.59,84.09,83.77
32,1,False,False,random,first,False,20,10000,73,1973211250,0.59,84.01,82.62
33,1,False,False,random,first,False,20,10000,72,1970756755,0.59,82.72,83.02
34,1,False,False,random,first,False,20,10000,71,1963799630,0.59,78.22,81.79
35,1,False,False,random,first,False,20,10000,73,1970167105,0.59,82.09,83.19
36,1,False,False,random,first,False,20,10000,72,1967785155,0.59,81.21,83.13
37,1,False,False,random,first,False,20,10000,74,1967878025,0.59,82.75,83.69
38,1,False,False,random,first,False,20,10000,71,1964040100,0.59,80.12,82.84
39,1,False,False,random,first,False,20,10000,71,1963476805,0.59,80.65,80.82
40,1,False,False,random,first,False,20,10000,72,1968524015,0.59,82.33,82.08
41,1,False,False,random,first,False,20,10000,71,1963606340,0.59,80.57,81.88
42,1,False,False,random,first,False,20,10000,71,1966392195,0.59,81.37,78.9
43,1,False,False,random,first,False,20,10000,72,1971606665,0.59,83.2,82.41
44,1,False,False,random,first,False,20,10000,73,1967825375,0.59,82.03,81.44
