sol_id,cargolist,ships,constr,algo,b_var,hc,hc_n,iter_n,packages_n,total_costs,total_costs_pct,mass_pct,volume_pct
0,3,True,False,greedy,first,False,20,100,1250,43325590795,13.02,80.31,78.26
1,3,True,False,greedy,first,False,20,100,1250,43324820380,13.02,80.46,78.19
2,3,True,False,greedy,first,False,20,100,1250,43325642705,13.02,79.98,77.79
3,3,True,False,greedy,first,False,20,100,1250,43323175035,13.02,80.18,77.66
4,3,True,False,greedy,first,False,20,100,1250,43324368990,13.02,79.94,77.88
5,3,True,False,greedy,first,False,20,100,1250,43323157310,13.02,80.17,77.73
6,3,True,False,greedy,first,False,20,100,1250,43322251220,13.02,80.07,77.94
7,3,True,False,greedy,first,False,20,100,1250,43322624410,13.02,79.96,77.87
8,3,True,False,greedy,first,False,20,100,1250,43325311650,13.02,80.06,77.88
9,3,True,False,greedy,first,False,20,100,1250,43322382185,13.02,80.21,77.85
10,3,True,False,greedy,first,False,20,100,1250,43323917815,13.02,80.27,78.48
11,3,True,False,greedy,first,False,20,100,1250,43325769470,13.02,79.87,77.84
12,3,True,False,greedy,first,False,20,100,1250,43323429420,13.02,80.29,77.77
13,3,True,False,greedy,first,False,20,100,1250,43323288660,13.02,80.0,77.64
14,3,True,False,greedy,first,False,20,100,1250,43322513700,13.02,79.86,77.9
15,3,True,False,greedy,first,False,20,100,1250,43324770795,13.02,80.0,77.84
16,3,True,False,greedy,first,False,20,100,1250,43324215630,13.02,80.03,78.06
17,3,True,False,greedy,first,False,20,100,1250,43322903000,13.02,80.0,77.8
18,3,True,False,greedy,first,False,20,100,1250,43325198410,13.02,80.3,77.81
19,3,True,False,greedy,first,False,20,100,1250,43325043730,13.02,80.26,77.85
20,3,True,False,greedy,first,False,20,100,1250,43324977835,13.02,80.12,77.87
21,3,True,False,greedy,first,False,20,100,1250,43325546880,13.02,80.19,78.29
22,3,True,False,greedy,first,False,20,100,1250,43322886895,13.02,80.07,77.87
